id,clutch,day_hatch,day_photo,temp,egg_treat,sp,mass)hatch,SVL_hatch,Tail_length_hatch,Weigth,Distance.moved,Time_hide_sec,Time_snout_sec,Time_emerge_sec,SVL,Tail,Total,Tail_intact,day,speed_1m_s,burst_25cm,25fast,age,Notes,Notes.1,Notes.2.y
LD442_20,CL129_20,28/12/2020,11/2/2021,hot,ablated,Deli,,,,0.238,779.085,2,1793,2457,22.747,NA,NA,Yes,3,2.34,0.66,0.5,45,tail tip is invisible,,
LD469_20,CL140_20,3/1/2021,21/2/2021,hot,control,Deli,,,,0.208,848.604,5,NA,NA,20.377,27.697,48.074,Yes,3,7.02,2.3,1.46,49,,,
LD482_20,CL142_20,31/12/2020,2/3/2021,hot,ablated,Deli,,,,0.308,387.933,12,NA,NA,23.152,36.71,59.862,Yes,3,5.34,1.51,1.21,61,,,
LD490_20,CL145_20,1/1/2021,2/3/2021,hot,ablated,Deli,,,,0.291,199.68,4,4604,NA,24.117,36.264,60.381,Yes,3,5.45,1.55,1.2,60,,,
LD493_20,CL146_20,7/1/2021,21/2/2021,hot,control,Deli,,,,0.228,711.105,9,639,712,20.539,31.12,51.659,Yes,3,2.91,0.88,0.53,45,,,
LD496_20,CL147_20,29/12/2020,21/2/2021,hot,control,Deli,,,,0.335,518.938,3,2764,3718,NA,NA,NA,Yes,3,4.52,1.42,0.88,54,no photo,,
LD503_20,CL149_20,5/1/2021,2/3/2021,hot,control,Deli,,,,0.301,1082.36,2,1431,NA,24.616,32.74,57.356,Yes,3,9.05,3.49,1.36,56,,,
LD532_20,CL155_20,4/1/2021,2/3/2021,hot,control,Deli,,,,0.28,194.128,19,2666,4359,24.072,36.011,60.083,Yes,3,2.49,0.83,0.53,57,,,
LG029_20,CL009_20,8/12/2020,31/1/2021,cold,control,Guich,,,,0.387,1775.3,NA,NA,NA,27.189,NA,NA,Yes,3,2.83,0.93,0.43,54,tail tip is invisible,,
LG032_20,CL011_20,11/12/2020,31/1/2021,cold,control,Guich,,,,0.397,726.237,12,18,749,27.205,NA,NA,Yes,3,9.35,4.13,1.21,51,,,
LG039_20,CL013_20,9/12/2020,31/1/2021,cold,control,Guich,,,,0.376,1103.15,144,648,869,28.52,NA,NA,Yes,3,6.34,2.13,1.09,53,tail tip is invisible,*came out to catch a spider! Haha. After that 10:54:03,
LG053_20,CL017_20,13/12/2020,31/1/2021,cold,ablated,Guich,,,,0.379,743.343,3,1131,3535,NA,NA,NA,Yes,3,4.05,1.72,0.72,49,too blurred to set scale,,
LG055_20,CL018_20,26/11/2020,21/2/2021,hot,control,Guich,,,,0.575,NA,31,673,3653,29.692,45.963,75.655,No,3,7.73,2.78,1,87,stick to tape before sprint speed,,
LG056_20,CL018_20,16/12/2020,31/1/2021,cold,ablated,Guich,,,,0.401,1011.75,6,4597,5132,24.392,37.651,62.043,Yes,3,11.55,3.21,2.24,46,,,
LG067_20,CL021_20,27/11/2020,31/1/2021,hot,ablated,Guich,,,,0.564,325.124,4,702,1016,27.499,42.231,69.73,Yes,3,4.25,1.53,0.87,65,,,
LG068_20,CL021_20,27/11/2020,31/1/2021,hot,control,Guich,,,,0.479,696.964,1,466,1034,29.281,39.712,68.993,Yes,3,3.17,1.38,0.47,65,,,
LG069_20,CL022_20,17/12/2020,31/1/2021,cold,control,Guich,,,,0.327,559.346,70,236,598,24.957,38.847,63.804,Yes,3,2.93,1.17,0.47,45,,,
LG084_20,CL025_20,25/12/2020,2/3/2021,cold,control,Guich,,,,0.469,863.049,15,938,1454,NA,NA,NA,Yes,3,4.17,1.46,0.74,67,"no photo, probably with wrong ID",,
LG087_20,CL026_20,1/12/2020,11/2/2021,hot,ablated,Guich,,,,0.532,363.609,3,547,5234,31.193,46.487,77.68,Yes,3,2.9,1.15,0.56,72,,,
LG088_20,CL026_20,21/12/2020,21/2/2021,cold,ablated,Guich,,,,0.374,745.028,43,145,646,NA,NA,NA,Yes,3,3.25,1.32,0.54,62,cannot see cloaca,V2.4 wrong,
LG089_20,CL026_20,21/12/2020,31/1/2021,cold,control,Guich,,,,0.416,1309.1,2,127,1613,27.481,41.226,68.707,Yes,3,5.17,2.31,0.92,41,,,second run
LG097_20,CL029_20,2/12/2020,31/1/2021,hot,ablated,Guich,,,,0.457,739.742,7,362,902,26.372,43.668,70.04,Yes,3,5.02,1.36,1.12,60,,,
LG100_20,CL029_20,21/12/2020,11/2/2021,cold,ablated,Guich,,,,0.388,1765.7,39,190,476,27.365,39.322,66.687,Yes,3,2.07,0.63,0.35,52,wrong V1.1,,
LG101_20,CL029_20,1/12/2020,31/1/2021,hot,control,Guich,,,,0.461,801.423,172,1937,NA,29.664,42.346,72.01,Yes,3,2.39,0.91,0.45,61,,,
LG102_20,CL029_20,22/12/2020,31/1/2021,cold,control,Guich,,,,0.359,740.609,7,1464,NA,23.94,35.209,59.149,Yes,3,11.17,4.07,2.19,40,,,
LG104_20,CL030_20,23/12/2020,21/2/2021,cold,ablated,Guich,,,,0.545,901.169,2,1143,4889,26.245,41.193,67.438,Yes,3,5.14,1.83,0.81,60,,,
LG109_20,CL030_20,23/12/2020,11/2/2021,cold,ablated,Guich,,,,0.333,1648.01,43,1000,1418,23.241,35.779,59.02,Yes,3,3.75,1.31,0.63,50,,,
LG111_20,CL031_20,21/12/2020,11/2/2021,cold,ablated,Guich,,,,0.342,1772.71,41,271,643,25.947,37.045,62.992,Yes,3,5.35,1.55,1,52,,,
LG112_20,CL031_20,23/12/2020,11/2/2021,cold,ablated,Guich,,,,0.355,773.12,15,27,587,25.916,39.144,65.06,Yes,3,3.42,1.23,0.52,50,,,
LG113_20,CL031_20,20/12/2020,11/2/2021,cold,control,Guich,,,,0.313,1572.88,81,994,1220,25.495,37.362,62.857,Yes,3,3.54,1.51,0.49,53,,,
LG118_20,CL032_20,22/12/2020,11/2/2021,cold,control,Guich,,,,0.306,600.796,3,216,1100,23.163,32.574,55.737,Yes,3,4.44,1.41,0.83,51,,,
LG121_20,CL033_20,3/12/2020,31/1/2021,cold,ablated,Guich,,,,0.422,417.782,2,1064,2832,24.419,34.841,59.26,Yes,3,2.94,0.85,0.63,59,,,
LG122_20,CL034_20,4/12/2020,31/1/2021,hot,ablated,Guich,,,,0.346,1036.87,5,795,908,25.821,36.934,62.755,Yes,3,3.4,1.01,0.67,58,,,
LG135_20,CL038_20,6/12/2020,11/2/2021,hot,control,Guich,,,,0.529,661.918,1,104,1463,28.481,NA,NA,Yes,3,3.08,1.13,0.16,67,tail tip is invisible,,
LG141_20,CL040_20,24/12/2020,31/1/2021,cold,ablated,Guich,,,,0.468,1393.79,28,199,1922,26.249,41.329,67.578,Yes,3,4.67,1.74,0.8,38,,,
LG142_20,CL041_20,26/12/2020,21/2/2021,cold,ablated,Guich,,,,0.346,424.755,3,889,2459,25.001,NA,NA,Yes,3,3.16,1.51,0.38,57,,,
LG144_20,CL042_20,3/12/2020,31/1/2021,hot,ablated,Guich,,,,0.453,2055.46,25,30,86,27.927,40.804,68.731,Yes,3,4.4,2.14,0.69,59,,,
LG145_20,CL043_20,6/12/2020,11/2/2021,hot,control,Guich,,,,0.393,1099.34,6,14,148,27.189,37.898,65.087,Yes,3,5.31,2.67,0.51,67,,,
LG147_20,CL044_20,29/12/2020,21/2/2021,cold,ablated,Guich,,,,0.416,1259.27,5,358,1057,NA,NA,NA,Yes,3,4.25,1.54,0.65,54,no photo,,
LG148_20,CL044_20,6/12/2020,11/2/2021,hot,ablated,Guich,,,,0.439,695.148,3,295,1010,28.577,39.293,67.87,Yes,3,3.12,1,0.55,67,,,
LG149_20,CL044_20,7/12/2020,31/1/2021,hot,control,Guich,,,,0.441,1002.34,3,1503,1522,29.464,36.962,66.426,Yes,3,3.83,1.47,0.46,55,V1.2 wrong,,
LG150_20,CL044_20,29/12/2020,11/2/2021,cold,control,Guich,,,,0.326,719.752,1,2135,NA,24.868,33.603,58.471,Yes,3,16.29,5.73,2.66,44,,,
LG159_20,CL047_20,7/12/2020,2/3/2021,hot,control,Guich,,,,0.59,716.695,21,58,1293,28.258,49.537,77.795,Yes,3,9,4.03,1.45,85,,,
LG160_20,CL047_20,24/12/2020,31/1/2021,cold,ablated,Guich,,,,0.476,809.354,2,8,335,28.591,39.573,68.164,Yes,3,11.51,4.48,1.95,38,,,
LG174_20,CL051_20,26/12/2020,31/1/2021,cold,ablated,Guich,,,,0.367,866.166,72,408,499,24.941,NA,NA,No,3,5.01,1.58,0.94,36,drop 1cm tail before measurement,,
LG176_20,CL051_20,6/12/2020,21/2/2021,hot,control,Guich,,,,0.626,603.834,11,3068,NA,30.107,50.163,80.27,Yes,3,5.66,2.31,0.69,77,,,
LG195_20,CL056_20,8/12/2020,21/2/2021,hot,control,Guich,,,,0.469,369.508,7,84,1817,29.483,41.951,71.434,Yes,3,3.25,1.25,0.47,75,,,
LG197_20,CL056_20,29/12/2020,11/2/2021,cold,ablated,Guich,,,,0.254,1463.03,8,3586,4073,24.01,32.081,56.091,Yes,3,2.68,0.85,0.46,44,,,
LG212_20,CL061_20,9/12/2020,31/1/2021,hot,control,Guich,,,,0.416,1106.64,5,NA,NA,26.336,NA,NA,Yes,3,2.74,0.91,0.53,53,tail tip is invisible,,
LG213_20,CL061_20,30/12/2020,11/2/2021,cold,ablated,Guich,,,,0.278,779.655,1,13,613,22.356,31.747,54.103,Yes,3,3.63,1.29,0.59,43,,,
LG214_20,CL062_20,9/12/2020,2/3/2021,hot,control,Guich,,,,0.505,685.236,23,171,564,28.484,43.116,71.6,Yes,3,3.82,1.45,0.56,83,,,
LG217_20,CL063_20,8/12/2020,11/2/2021,hot,control,Guich,,,,0.451,713.993,12,13,NA,26.533,41.963,68.496,Yes,3,3.28,0.98,0.58,65,,,
LG219_20,CL064_20,10/12/2020,2/3/2021,hot,control,Guich,,,,0.61,1096.53,7,1250,1324,27.977,49.313,77.29,Yes,3,4.71,1.7,0.77,82,,,
LG220_20,CL064_20,9/12/2020,21/2/2021,hot,ablated,Guich,,,,0.56,991.895,1,NA,NA,30.116,49.127,79.243,Yes,3,3.21,1.07,0.68,74,,,
LG222_20,CL065_20,27/12/2020,2/3/2021,cold,ablated,Guich,,,,0.431,1336.11,76,93,394,27.374,38.701,66.075,Yes,3,3.59,1.33,0.45,65,has two photos,,
LG224_20,CL065_20,8/12/2020,21/2/2021,hot,control,Guich,,,,0.445,1151.37,2,50,386,26.458,40.514,66.972,Yes,3,4.33,1.57,0.56,75,,,
LG225_20,CL065_20,29/12/2020,11/2/2021,cold,control,Guich,,,,0.267,984.173,18,575,721,23.143,34.289,57.432,Yes,3,5.12,1.49,1.01,44,,,
LG230_20,CL067_20,30/12/2020,21/2/2021,cold,control,Guich,,,,0.321,612.51,49,274,1396,25.059,34.191,59.25,Yes,3,2.65,0.85,0.55,53,,,
LG231_20,CL067_20,29/12/2020,21/2/2021,cold,ablated,Guich,,,,0.302,986.894,32,282,NA,22.947,32.477,55.424,Yes,3,4.7,1.34,0.95,54,,,
LG233_20,CL068_20,30/12/2020,11/2/2021,cold,control,Guich,,,,0.369,1061.61,13,1696,3717,24.89,38.769,63.659,Yes,3,3.06,0.93,0.6,43,,,
LG234_20,CL068_20,30/12/2020,2/3/2021,cold,ablated,Guich,,,,0.351,1603.43,4,203,1218,23.754,35.988,59.742,Yes,3,2.54,0.9,0.43,62,,,
LG247_20,CL072_20,31/12/2020,11/2/2021,cold,control,Guich,,,,0.294,362.013,11,556,NA,25.007,NA,NA,Yes,3,8.87,3.03,1.51,42,tail tip is invisible,,
LG252_20,CL074_20,1/1/2021,2/3/2021,cold,control,Guich,,,,0.381,502.301,12,5169,NA,25.449,38.531,63.98,Yes,3,20.78,6.31,4.6,60,,,
LG272_20,CL081_20,13/12/2020,21/2/2021,hot,control,Guich,,,,0.53,32.9457,11,NA,NA,28.565,43.142,71.707,Yes,3,3.39,1.35,0.57,70,,,
LG274_20,CL081_20,12/12/2020,2/3/2021,hot,ablated,Guich,,,,0.585,649.306,4,593,2905,29.628,44.241,73.869,Yes,3,2.81,1.01,0.54,80,,,
LG276_20,CL082_20,11/12/2020,2/3/2021,hot,ablated,Guich,,,,0.49,1065.53,24,40,663,29.512,NA,NA,Yes,3,5.19,2.43,0.79,81,,,
LG296_20,CL088_20,15/12/2020,11/2/2021,hot,ablated,Guich,,,,0.345,1024.58,10,70,70,25.041,NA,NA,Yes,3,6.83,2.09,1.5,58,tail tip is invisible,,
LG297_20,CL089_20,13/12/2020,21/2/2021,hot,control,Guich,,,,0.438,1557.38,2,65,117,26.814,42.742,69.556,Yes,3,5.8,4.21,0.47,70,,,
LG300_20,CL090_20,16/12/2020,31/1/2021,hot,control,Guich,,,,0.423,1230.16,2,4225,4391,25.145,42.529,67.674,Yes,3,2.72,0.96,0.46,46,,,
LG304_20,CL091_20,12/12/2020,11/2/2021,hot,ablated,Guich,,,,0.418,1244.62,3,213,NA,25.249,NA,NA,Yes,3,3.29,1.05,0.65,61,tail tip is invisible,,
LG305_20,CL092_20,3/1/2021,21/2/2021,cold,control,Guich,,,,0.23,847.959,3,28,71,22.188,30.59,52.778,Yes,3,5.47,1.54,1.1,49,,,
LG306_20,CL092_20,14/12/2020,11/2/2021,hot,control,Guich,,,,0.49,845.502,50,2295,NA,26.816,NA,NA,Yes,3,5.1,1.43,1.05,59,tail tip is invisible,,
LG307_20,CL092_20,3/1/2021,21/2/2021,cold,ablated,Guich,,,,0.257,760.811,21,580,1049,23.207,31.873,55.08,Yes,3,3.98,1.14,0.87,49,,,
LG314_20,CL094_20,3/1/2021,2/3/2021,cold,ablated,Guich,,,,0.197,35.9038,31,NA,NA,21.076,27.99,49.066,Yes,3,4.77,1.68,0.89,58,,,
LG315_20,CL094_20,15/12/2020,11/2/2021,hot,ablated,Guich,,,,0.293,NA,8,467,3635,24.262,36.55,60.812,Yes,3,28.8,10,4.73,58,,,
LG316_20,CL095_20,19/12/2020,2/3/2021,hot,ablated,Guich,,,,0.516,1298.71,1,1228,3429,26.215,NA,NA,Yes,3,3.69,1.03,0.66,73,recorded as LG319,,
LG317_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,,,,0.339,834.543,9,25,149,24.469,36.589,61.058,Yes,3,4.15,1.59,0.62,45,,,
LG318_20,CL095_20,17/12/2020,11/2/2021,hot,control,Guich,,,,0.42,871.123,2,428,634,27.078,42.079,69.157,Yes,3,4.47,1.76,0.85,56,,,
LG320_20,CL095_20,19/12/2020,31/1/2021,hot,ablated,Guich,,,,0.402,633.317,5,297,1109,26.675,42.074,68.749,Yes,3,4.85,1.52,0.91,43,,,
LG321_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,,,,0.245,931.142,10,109,126,22.872,31.149,54.021,Yes,3,5.41,1.59,1.07,45,,,
LG322_20,CL095_20,18/12/2020,31/1/2021,hot,control,Guich,,,,0.347,548.857,18,485,1370,26.293,38.721,65.014,Yes,3,5.2,1.45,1.09,44,,,
LG324_20,CL096_20,18/12/2020,31/1/2021,hot,ablated,Guich,,,,0.393,1377.68,5,2796,3259,26.835,NA,NA,Yes,3,4.05,1.75,0.65,44,tail tip is invisible,,
LG325_20,CL096_20,6/1/2021,21/2/2021,cold,control,Guich,,,,0.299,717.918,6,536,2626,23.306,36.422,59.728,Yes,3,2.86,0.8,0.63,46,,,
LG341_20,CL099_20,3/1/2021,2/3/2021,cold,ablated,Guich,,,,0.241,1305.69,7,34,117,22.511,30.771,53.282,Yes,3,27,11,3.49,58,,,
LG366_20,CL106_20,8/1/2021,2/3/2021,cold,control,Guich,,,,0.324,417.033,17,358,1749,25.207,34.376,59.583,Yes,3,4.34,1.36,0.96,53,,,
LG368_20,CL107_20,18/12/2020,21/2/2021,hot,ablated,Guich,,,,0.395,999.933,23,3112,3122,26.057,39.706,65.763,Yes,3,4.24,1.44,0.82,65,,,
LG377_20,CL110_20,8/1/2021,2/3/2021,cold,control,Guich,,,,0.35,531.238,3,2097,3415,25.643,NA,NA,Yes,3,12.73,5.18,1.95,53,,,
LG411_20,CL122_20,25/12/2020,11/2/2021,hot,control,Guich,,,,0.34,1730.22,21,364,462,NA,NA,NA,Yes,3,5.03,2.14,0.7,48,cannot see cloaca,,
LG413_20,CL122_20,9/1/2021,21/2/2021,cold,control,Guich,,,,0.299,508.9,2,12,150,23.326,NA,NA,Yes,3,6.31,1.84,1.11,43,part of tail is invisible,,
LG414_20,CL122_20,24/12/2020,21/2/2021,hot,ablated,Guich,,,,0.515,768.666,NA,NA,NA,27.309,45.761,73.07,Yes,3,3.35,1.18,0.64,59,,,
LG450_20,CL133_20,30/12/2020,21/2/2021,hot,ablated,Guich,,,,0.329,545.269,2,NA,NA,27.811,39.267,67.078,Yes,3,3.25,1.14,0.7,53,,,
LG455_20,CL135_20,31/12/2020,11/2/2021,hot,ablated,Guich,,,,0.281,622.63,12,372,851,24.615,36.159,60.774,Yes,3,3.06,1.04,0.56,42,,,
LG457_20,CL136_20,31/12/2020,2/3/2021,hot,ablated,Guich,,,,0.374,855.104,1,135,3463,26.456,34.221,60.677,Yes,3,12.17,4.76,2.12,61,,,
LG467_20,CL139_20,2/1/2021,21/2/2021,hot,ablated,Guich,,,,0.329,785.618,6,299,573,23.438,NA,NA,Yes,3,6.73,2.28,1.39,50,,,
LG548_20,CL161_20,10/1/2021,21/2/2021,hot,ablated,Guich,,,,0.245,1384.18,17,190,257,22.241,33.678,55.919,Yes,3,4.74,2.15,0.77,42,,,
LG549_20,CL161_20,10/1/2021,2/3/2021,hot,control,Guich,,,,0.36,931.203,19,670,4185,25.804,NA,NA,Yes,3,5.76,1.87,1.01,51,,,
