"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","mass.hatch","SVL_hatch","Tail_length_hatch","Weigth","Distance.moved","Time_hide_sec","Time_snout_sec","Time_emerge_sec","SVL","Tail","Total","Tail_intact","day","speed_1m_s","burst_25cm","X25fast","age","Notes","Notes.1","Notes.2.y","time_tohide","time_hiding","time_active","maternal","scaleage","svldeli","logTimeSnout","logspeed_1m","logspeed_burst","logTime_emerge_sec","z_svl"
"1","LD021_20","CL007_20","1/12/2020","31/1/2021","cold","ablated","Deli",0.134,19.015,25.873,0.503,1453.31,43,364,1610,28.506,NA,NA,"Yes",1,2.88,0.95,0.5,61,"tail tip is invisible","","",43,364,1610,"ablated",0.405729674260802,2.27430803041191,5.89715386763674,1.05779029414785,-0.693147180559945,7.38398945797851,2.27430803041191
"2","LD027_20","CL008_20","8/12/2020","31/1/2021","cold","control","Deli",0.109,17.989,22.382,0.324,661.613,6,2887,3724,25.34,36.999,62.339,"Yes",1,2.71,1.07,0.47,54,"","","",6,2887,3724,"control",-0.178796127640353,0.67611168894564,7.96797317966293,0.99694863489161,-0.755022584278033,8.22255363839696,0.67611168894564
"3","LD035_20","CL012_20","7/12/2020","11/2/2021","cold","control","Deli",0.112,17.167,22.305,0.359,62.0564,11,2036,5219,26.035,35.531,61.566,"Yes",1,3.21,1.21,0.52,66,"","","",11,2036,5219,"control",0.823248104190198,1.02694758828836,7.61874237767041,1.16627093714192,-0.653926467406664,8.56006109164341,1.02694758828836
"4","LD046_20","CL015_20","24/11/2020","31/1/2021","hot","ablated","Deli",0.103,17.877,24.752,0.321,605.448,208,NA,NA,25.036,40.75,65.786,"Yes",1,4.85,1.31,1,68,"","","",208,NA,NA,"ablated",0.990255476161957,0.522652532974148,NA,1.57897870494939,0,NA,0.522652532974148
"5","LD047_20","CL015_20","10/12/2020","31/1/2021","cold","control","Deli",0.119,18.047,26.236,0.345,482.63,20,4844,NA,25.286,NA,NA,"Yes",1,2.84,0.76,0.68,52,"tail tip is invisible","","",20,4844,NA,"control",-0.345803499612112,0.648852496766494,8.48549610467298,1.04380405217311,-0.385662480811985,NA,0.648852496766494
"6","LD049_20","CL016_20","14/12/2020","31/1/2021","cold","control","Deli",0.136,17.932,25.872,0.288,1582.96,11,3796,5023,23.907,36.375,60.282,"Yes",1,3.11,1.15,0.61,48,"","","",11,3796,5023,"control",-0.679818243555629,-0.0472665035120876,8.24170315972982,1.13462272619114,-0.49429632181478,8.52178264375005,-0.0472665035120876
"7","LD050_20","CL016_20","16/12/2020","11/2/2021","cold","ablated","Deli",0.126,18.571,24.267,0.316,752.477,177,493,932,24.177,36.386,60.563,"Yes",1,5.36,1.45,1.14,57,"","","",177,493,932,"ablated",0.0717149303172846,0.0890294573836459,6.20050917404269,1.67896397508271,0.131028262406404,6.83733281468559,0.0890294573836459
"8","LD058_20","CL019_20","24/11/2020","31/1/2021","hot","ablated","Deli",0.088,NA,NA,0.398,531.908,2,1416,1750,25.3,45.39,70.69,"Yes",1,2.81,0.88,0.6,68,"","","",2,1416,1750,"ablated",0.990255476161957,0.655919694738865,7.25559127425367,1.03318448334565,-0.510825623765991,7.46737106691756,0.655919694738865
"9","LD061_20","CL020_20","25/11/2020","11/2/2021","hot","ablated","Deli",0.126,18.799,25.124,0.486,371.93,1,NA,NA,30.147,44.976,75.123,"Yes",1,2.12,0.79,0.01,78,"wrong V1.1","","",1,NA,NA,"ablated",1.82529233602075,3.10268459274487,NA,0.751416088683921,-4.60517018598809,NA,3.10268459274487
"10","LD064_20","CL020_20","27/11/2020","21/2/2021","hot","control","Deli",0.131,18.88,28.375,0.472,645.86,3,3298,4655,25.883,NA,NA,"Yes",1,2.29,0.64,0.5,86,"has two photos","","",3,3298,4655,"control",2.49332182390778,0.950218010302615,8.10107150311954,0.828551817566148,-0.693147180559945,8.44569718971117,0.950218010302615
"11","LD065_20","CL020_20","14/12/2020","21/2/2021","cold","control","Deli",0.146,19.364,26.081,0.55,612.983,5,798,3266,NA,NA,NA,"Yes",1,3.84,1.27,0.76,69,"no photo, probably with wrong ID (LD064)","","",5,798,3266,"control",1.07375916214784,NA,6.68210859744981,1.34547236659964,-0.27443684570176,8.09132127353041,NA
"12","LD074_20","CL023_20","19/12/2020","11/2/2021","cold","ablated","Deli",0.093,15.618,21.864,0.252,586.561,18,NA,NA,21.696,31.849,53.545,"Yes",1,3.3,1,0.64,54,"","","",18,NA,NA,"ablated",-0.178796127640353,-1.1633789832916,NA,1.19392246847243,-0.44628710262842,NA,-1.1633789832916
"13","LD076_20","CL023_20","18/12/2020","11/2/2021","cold","control","Deli",0.113,18.444,26.497,0.311,980.76,5,1017,3492,26.254,39.122,65.376,"Yes",1,5.6,1.84,1.04,55,"","","",5,1017,3492,"control",-0.0952924416544739,1.13749875657046,6.92461239604856,1.7227665977411,0.0392207131532813,8.15822991695949,1.13749875657046
"14","LD090_20","CL027_20","16/12/2020","11/2/2021","cold","ablated","Deli",0.098,16.592,22.638,0.288,430.128,15,1341,1373,23.669,35.379,59.048,"Yes",1,1.99,0.72,0.31,57,"","","",15,1341,1373,"ablated",0.0717149303172846,-0.167408869042401,7.20117088328168,0.688134638736401,-1.17118298150295,7.22475340576797,-0.167408869042401
"15","LD157_20","CL046_20","7/12/2020","11/2/2021","hot","control","Deli",0.104,18.157,23.503,0.314,1081.55,2,NA,NA,24.832,33.64,58.472,"Yes",1,4.63,1.4,0.96,66,"","","",2,NA,NA,"control",0.823248104190198,0.419673362519593,NA,1.53255686809814,-0.0408219945202552,NA,0.419673362519593
"16","LD162_20","CL048_20","22/12/2020","31/1/2021","cold","ablated","Deli",0.127,17.995,24.483,0.273,697.518,1,452,1491,22.761,29.021,51.782,"Yes",1,2.83,0.83,0.55,40,"","","",1,452,1491,"ablated",-1.34784773144266,-0.625767137536202,6.11368217983223,1.04027671165515,-0.59783700075562,7.30720231476474,-0.625767137536202
"17","LD163_20","CL048_20","3/12/2020","2/3/2021","hot","ablated","Deli",0.094,17.898,24.975,0.403,1159.09,3,4215,5132,26.14,43.022,69.162,"Yes",1,6.21,1.77,1.26,89,"","","",3,4215,5132,"ablated",2.74383288186542,1.07995157308115,8.34640487043596,1.82616089594539,0.231111720963387,8.54325072573553,1.07995157308115
"18","LD169_20","CL049_20","23/12/2020","11/2/2021","cold","control","Deli",0.123,18.844,23.672,0.328,654.254,2,1646,3649,24.75,34.177,58.927,"Yes",1,2.85,0.83,0.62,50,"","","",2,1646,3649,"control",-0.51281087158387,0.378279774395703,7.40610338123702,1.04731899428056,-0.478035800943,8.20220843643645,0.378279774395703
"19","LD172_20","CL050_20","3/12/2020","11/2/2021","hot","control","Deli",0.099,17.653,21.81,0.395,532.265,3,1460,2134,25.198,39.849,65.047,"Yes",1,2.68,0.92,0.53,70,"","","",3,1460,2134,"control",1.15726284813372,0.604430109511588,7.28619171470238,0.985816794522765,-0.63487827243597,7.6657534318617,0.604430109511588
"21","LD178_20","CL052_20","23/12/2020","11/2/2021","cold","ablated","Deli",0.097,16.345,22.088,0.252,636.461,4,1826,NA,21.618,34.018,55.636,"Yes",1,16.89,14.12,0.82,50,"","","",4,1826,NA,"ablated",-0.51281087158387,-1.20275337199481,7.50988306115491,2.82672173081971,-0.198450938723838,NA,-1.20275337199481
"22","LD181_20","CL052_20","23/12/2020","11/2/2021","cold","control","Deli",NA,NA,NA,0.258,31.7252,3,3267,3626,23.755,36.369,60.124,"Yes",1,2.98,0.97,0.57,50,"","","",3,3267,3626,"control",-0.51281087158387,-0.123996081497835,8.09162741160107,1.09192330051731,-0.562118918153541,8.1958853913148,-0.123996081497835
"23","LD182_20","CL053_20","27/12/2020","2/3/2021","cold","ablated","Deli",0.123,18.258,23.426,0.373,13.9047,4,1323,2225,25.429,40.404,65.833,"Yes",1,2.76,1.06,0.48,65,"","","",4,1323,2225,"ablated",0.739744418204319,0.721038876055714,7.18765716411496,1.01523067972906,-0.7339691750802,7.70751219460034,0.721038876055714
"24","LD183_20","CL053_20","7/12/2020","21/2/2021","hot","ablated","Deli",0.117,18.464,26.329,0.476,579.753,1,1524,3423,27.473,NA,NA,"Yes",1,2.16,0.68,0.45,76,"","V2.3 wrong","",1,1524,3423,"ablated",1.65828496404899,1.75284978002194,7.32909373624659,0.770108221696074,-0.798507696217772,8.13827263853019,1.75284978002194
"25","LD185_20","CL053_20","28/12/2020","2/3/2021","cold","control","Deli",0.123,NA,NA,0.296,1063.4,7,3671,NA,23.516,31.79,55.306,"Yes",1,4.2,1.4,0.8,64,"","","",7,3671,NA,"control",0.65624073221844,-0.244643246883318,8.20821938349683,1.43508452528932,-0.22314355131421,NA,-0.244643246883318
"26","LD186_20","CL054_20","23/12/2020","31/1/2021","cold","ablated","Deli",0.102,17.864,21.439,0.29,618.339,9,1856,2999,23.113,32.654,55.767,"Yes",1,4.02,1.37,0.79,39,"","","",9,1856,2999,"ablated",-1.43135141742854,-0.448077588516579,7.52617891334615,1.39128190263093,-0.23572233352107,8.00603417874901,-0.448077588516579
"27","LD191_20","CL055_20","4/12/2020","31/1/2021","hot","ablated","Deli",0.095,17.826,22.449,0.363,886.822,21,4722,NA,26.108,39.914,66.022,"Yes",1,6.69,2.85,1.19,58,"","","",21,4722,NA,"ablated",0.155218616303164,1.06379797771573,8.45998771764546,1.90061387414014,0.173953307123438,NA,1.06379797771573
"28","LD192_20","CL055_20","24/12/2020","31/1/2021","hot","control","Deli",0.116,18.756,23.358,0.278,412.39,3,4784,NA,22.841,NA,NA,"Yes",1,3.43,1.35,0.65,38,"","","",3,4784,NA,"control",-1.51485510341442,-0.585383149122651,8.47303229563047,1.23256026117785,-0.430782916092454,NA,-0.585383149122651
"29","LD200_20","CL057_20","6/12/2020","11/2/2021","hot","control","Deli",0.103,17.706,25.211,0.331,838.521,7,3369,3448,25.999,NA,NA,"Yes",1,3.22,1.04,0.61,67,"tail tip is invisible","","",7,3369,3448,"control",0.906751790176077,1.00877479350226,8.12237124340655,1.16938135955632,-0.49429632181478,8.14554963178358,1.00877479350226
"30","LD201_20","CL057_20","26/12/2020","11/2/2021","cold","control","Deli",0.11,18.15,24.508,0.268,620.13,12,NA,NA,23.051,38.254,61.305,"Yes",1,2.65,0.82,0.41,47,"","","",12,NA,NA,"control",-0.763321929541508,-0.479375179537081,NA,0.974559639998131,-0.891598119283784,NA,-0.479375179537081
"31","LD202_20","CL058_20","24/12/2020","21/2/2021","cold","ablated","Deli",0.091,16.744,21.88,0.262,993.559,0,1001,3752,22.082,NA,NA,"Yes",1,2.82,0.83,0.52,59,"","","",0,1001,3752,"ablated",0.238722302289043,-0.968526239196214,6.90875477931522,1.03673688495002,-0.653926467406664,8.23004431012611,-0.968526239196214
"32","LD204_20","CL058_20","6/12/2020","31/1/2021","hot","control","Deli",0.104,18.169,23.487,0.316,783.356,10,2051,3723,25.541,29.456,54.997,"Yes",1,17.72,7.14,2.64,56,"","","",10,2051,3723,"control",-0.0117887556685947,0.777576459834686,7.62608275807238,2.87469394517693,0.970778917158225,8.22228507387272,0.777576459834686
"33","LD209_20","CL059_20","24/12/2020","31/1/2021","cold","control","Deli",0.113,18.051,25.354,0.255,315.902,1,799,3902,22.109,36.438,58.547,"Yes",1,2.49,0.83,0.38,38,"","Second run; turn back several times","",1,799,3902,"control",-1.51485510341442,-0.95489664310664,6.68336094576627,0.912282710476616,-0.967584026261706,8.26924452118306,-0.95489664310664
"34","LD227_20","CL066_20","5/12/2020","11/2/2021","hot","ablated","Deli",0.088,16.618,22.666,0.322,813.81,42,4729,NA,27.068,NA,NA,"Yes",1,7.17,2.19,1.42,68,"tail tip is invisible","","",42,4729,NA,"ablated",0.990255476161957,1.54840583867834,8.46146904264388,1.96990565461153,0.350656871613169,NA,1.54840583867834
"35","LD228_20","CL066_20","6/12/2020","11/2/2021","hot","control","Deli",0.115,18.09,23.867,0.334,328.726,1,NA,NA,25.13,36.875,62.005,"Yes",1,2.42,0.75,0.43,67,"","","",1,NA,NA,"control",0.906751790176077,0.570103719360069,NA,0.883767540168595,-0.843970070294529,NA,0.570103719360069
"36","LD237_20","CL069_20","7/12/2020","1/2/2021","hot","control","Deli",0.099,17.75,24.346,0.374,732.996,3,NA,NA,25.094,38.84,63.934,"Yes",1,4.53,1.78,0.88,56,"weight and photo on Mon","","",3,NA,NA,"control",-0.0117887556685947,0.551930924573972,NA,1.51072193949494,-0.127833371509885,NA,0.551930924573972
